CNPollinationID,Grid_ID,S_ID,Pollination
P24493,562,563,Moths
P24497,1033,1034,Moths
P24506,353,354,Moths
P24506,849,850,Moths
P24506,562,563,Moths
P24506,231,232,Moths
P24506,763,764,Moths
P24506,808,809,Moths
P24506,423,424,Moths
P24509,905,906,Moths
P24509,1034,1035,Moths
P24510,106,107,Moths
P24523,562,563,Moths
P24523,1079,1080,Moths
P24523,182,183,Moths
P24523,763,764,Moths
P24523,808,809,Moths
P24523,423,424,Moths
P24523,231,232,Moths
P24523,986,987,Moths
P24528,763,764,Moths
P24528,808,809,Moths
P24528,182,183,Moths
P24528,423,424,Moths
P24528,1079,1080,Moths
P24528,394,395,Moths
P24529,763,764,Moths
P24529,1079,1080,Moths
P24529,562,563,Moths
P24529,182,183,Moths
P24529,808,809,Moths
P24534,763,764,Moths
P24534,182,183,Moths
P24534,231,232,Moths
P24534,423,424,Moths
P24534,808,809,Moths
P24534,562,563,Moths
P24535,832,833,Moths
P24539,353,354,Moths
P24539,849,850,Moths
P24539,986,987,Moths
P24539,763,764,Moths
P24539,808,809,Moths
P24539,231,232,Moths
P24539,562,563,Moths
P24539,423,424,Moths
P24542,353,354,Moths
P24542,808,809,Moths
P24542,231,232,Moths
P24542,1079,1080,Moths
P24542,763,764,Moths
P24542,986,987,Moths
P24542,182,183,Moths
P24543,849,850,Moths
P24543,423,424,Moths
P24543,353,354,Moths
P24543,259,260,Moths
P24543,763,764,Moths
P24543,662,663,Moths
P24543,562,563,Moths
P24543,231,232,Moths
P24543,1079,1080,Moths
P24543,808,809,Moths
P24543,182,183,Moths
P24543,986,987,Moths
P24543,384,385,Moths
P24543,507,508,Moths
P24543,1001,1002,Moths
P24543,474,475,Moths
P24546,522,523,Moths
P24550,763,764,Moths
P24550,1038,1039,Moths
P24550,802,803,Moths
P24550,808,809,Moths
P24550,182,183,Moths
P24550,986,987,Moths
P24551,1038,1039,Moths
P24554,763,764,Moths
P24554,182,183,Moths
P24554,808,809,Moths
P24554,3,4,Moths
P24554,231,232,Moths
P24556,763,764,Moths
P24556,182,183,Moths
P24556,808,809,Moths
P24556,3,4,Moths
P24556,231,232,Moths
P24559,849,850,Moths
P24559,353,354,Moths
P24559,919,920,Moths
P24559,567,568,Moths
P24561,353,354,Moths
P24561,849,850,Moths
P24561,525,526,Moths
P24562,802,803,Moths
P24562,697,698,Moths
P24566,662,663,Moths
P24567,763,764,Moths
P24567,808,809,Moths
P24568,763,764,Moths
P24568,490,491,Moths
P24568,182,183,Moths
P24570,763,764,Moths
P24570,423,424,Moths
P24570,182,183,Moths
P24573,763,764,Moths
P24575,763,764,Moths
P24575,227,228,Moths
P24575,182,183,Moths
P24575,808,809,Moths
P24575,231,232,Moths
P24575,562,563,Moths
P24578,231,232,Moths
P24578,763,764,Moths
P24581,182,183,Moths
P24581,808,809,Moths
P24581,1079,1080,Moths
P24581,986,987,Moths
P24581,763,764,Moths
P24581,231,232,Moths
P24582,986,987,Moths
P24582,763,764,Moths
P24582,182,183,Moths
P24596,849,850,Moths
P24596,353,354,Moths
P24601,763,764,Moths
P24612,1034,1035,Moths
P24621,1034,1035,Moths
P24629,1034,1035,Moths
P24637,1034,1035,Moths
P24637,551,552,Moths
P24643,871,872,Moths
P24651,1034,1035,Moths
P24653,562,563,Moths
P24653,423,424,Moths
P24653,849,850,Moths
P24653,763,764,Moths
P24653,1079,1080,Moths
P24653,808,809,Moths
P24653,182,183,Moths
P24653,353,354,Moths
P24653,231,232,Moths
P24653,986,987,Moths
P24653,919,920,Moths
P24653,1038,1039,Moths
P24653,697,698,Moths
P24653,748,749,Moths
P24655,822,823,Moths
P24655,308,309,Moths
P24655,1034,1035,Moths
P24658,748,749,Moths
P24659,763,764,Moths
P24659,423,424,Moths
P24659,1079,1080,Moths
P24659,562,563,Moths
P24659,45,46,Moths
P24659,808,809,Moths
P24659,849,850,Moths
P24659,231,232,Moths
P24659,1038,1039,Moths
P24659,182,183,Moths
P24659,549,550,Moths
P24659,986,987,Moths
P24660,562,563,Moths
P24660,763,764,Moths
P24660,808,809,Moths
P24660,182,183,Moths
P24660,423,424,Moths
P24660,231,232,Moths
P24660,1079,1080,Moths
P24660,986,987,Moths
P24666,562,563,Moths
P24666,763,764,Moths
P24666,1079,1080,Moths
P24666,808,809,Moths
P24666,423,424,Moths
P24666,182,183,Moths
P24668,808,809,Moths
P24668,763,764,Moths
P24668,562,563,Moths
P24668,182,183,Moths
P24668,231,232,Moths
P24673,479,480,Moths
P24677,763,764,Moths
P24677,562,563,Moths
P24677,808,809,Moths
P24677,423,424,Moths
P24677,905,906,Moths
P24677,182,183,Moths
P24677,394,395,Moths
P24677,986,987,Moths
P24691,774,775,Moths
P24698,763,764,Moths
P24698,808,809,Moths
P24698,231,232,Moths
P24702,562,563,Moths
P24702,808,809,Moths
P24702,763,764,Moths
P24702,423,424,Moths
P24702,1079,1080,Moths
P24702,231,232,Moths
P24702,182,183,Moths
P24702,849,850,Moths
P24702,682,683,Moths
P24702,902,903,Moths
P24702,986,987,Moths
P24711,818,819,Moths
P24715,849,850,Moths
P24716,763,764,Moths
P24716,231,232,Moths
P24716,808,809,Moths
P24716,562,563,Moths
P24716,1079,1080,Moths
P24716,525,526,Moths
P24716,182,183,Moths
P24716,423,424,Moths
P24716,523,524,Moths
P24718,763,764,Moths
P24718,849,850,Moths
P24718,808,809,Moths
P24718,231,232,Moths
P24718,182,183,Moths
P24719,562,563,Moths
P24719,1079,1080,Moths
P24719,849,850,Moths
P24719,808,809,Moths
P24719,763,764,Moths
P24719,231,232,Moths
P24719,353,354,Moths
P24719,423,424,Moths
P24720,743,744,Moths
P24722,808,809,Moths
P24722,763,764,Moths
P24723,849,850,Moths
P24723,986,987,Moths
P24723,763,764,Moths
P24723,562,563,Moths
P24723,808,809,Moths
P24723,231,232,Moths
P24723,423,424,Moths
P24729,479,480,Moths
P24733,763,764,Moths
P24733,562,563,Moths
P24733,423,424,Moths
P24733,182,183,Moths
P24733,808,809,Moths
P24733,986,987,Moths
P24733,231,232,Moths
P24735,808,809,Moths
P24735,562,563,Moths
P24735,1079,1080,Moths
P24735,231,232,Moths
P24735,763,764,Moths
P24735,423,424,Moths
P24735,986,987,Moths
P24736,763,764,Moths
P24736,231,232,Moths
P24736,808,809,Moths
P24736,423,424,Moths
P24736,986,987,Moths
P24736,182,183,Moths
P24754,729,730,Moths
P24761,353,354,Moths
P24761,849,850,Moths
P24765,763,764,Moths
P24765,808,809,Moths
P24765,423,424,Moths
P24769,986,987,Moths
P24769,808,809,Moths
P24769,763,764,Moths
P24769,231,232,Moths
P24771,763,764,Moths
P24771,808,809,Moths
P24771,231,232,Moths
P24771,986,987,Moths
P24772,763,764,Moths
P24775,562,563,Moths
P24775,1079,1080,Moths
P24775,423,424,Moths
P24775,763,764,Moths
P24775,808,809,Moths
P24775,182,183,Moths
P24775,986,987,Moths
P24775,231,232,Moths
P24775,849,850,Moths
P24777,808,809,Moths
P24777,231,232,Moths
P24777,849,850,Moths
P24777,353,354,Moths
P24777,986,987,Moths
P24777,423,424,Moths
P24777,763,764,Moths
P24778,562,563,Moths
P24778,986,987,Moths
P24778,849,850,Moths
P24778,1079,1080,Moths
P24778,353,354,Moths
P24778,446,447,Moths
P24778,808,809,Moths
P24778,231,232,Moths
P24778,776,777,Moths
P24778,763,764,Moths
P24778,423,424,Moths
P24778,662,663,Moths
P24778,182,183,Moths
P24783,446,447,Moths
P24783,201,202,Moths
P24783,1004,1005,Moths
P24783,849,850,Moths
P24783,423,424,Moths
P24783,1022,1023,Moths
P24783,353,354,Moths
P24783,743,744,Moths
P24783,808,809,Moths
P24783,763,764,Moths
P24783,182,183,Moths
P24784,353,354,Moths
P24784,995,996,Moths
P24784,849,850,Moths
P24784,763,764,Moths
P24784,231,232,Moths
P24785,849,850,Moths
P24786,3,4,Moths
P24786,776,777,Moths
P24786,815,816,Moths
P24786,308,309,Moths
P24786,154,155,Moths
P24786,665,666,Moths
P24786,1054,1055,Moths
P24787,109,110,Moths
P24787,423,424,Moths
P24787,177,178,Moths
P24787,763,764,Moths
P24787,308,309,Moths
P24787,226,227,Moths
P24787,3,4,Moths
P24787,71,72,Moths
P24787,655,656,Moths
P24787,1034,1035,Moths
P24787,227,228,Moths
P24787,507,508,Moths
P24787,455,456,Moths
P24787,665,666,Moths
P24787,562,563,Moths
P24787,1079,1080,Moths
P24787,808,809,Moths
P24790,849,850,Moths
P24790,353,354,Moths
P24790,562,563,Moths
P24790,763,764,Moths
P24790,231,232,Moths
P24790,1079,1080,Moths
P24790,986,987,Moths
P24792,423,424,Moths
P24792,562,563,Moths
P24792,763,764,Moths
P24792,18,19,Moths
P24792,182,183,Moths
P24792,523,524,Moths
P24792,808,809,Moths
P24792,231,232,Moths
P24793,1004,1005,Moths
P24793,662,663,Moths
P24793,665,666,Moths
P24793,18,19,Moths
P24796,682,683,Moths
P24798,3,4,Moths
P24798,646,647,Moths
P24799,857,858,Moths
P24799,763,764,Moths
P24799,849,850,Moths
P24799,177,178,Moths
P24799,154,155,Moths
P24799,286,287,Moths
P24799,1034,1035,Moths
P24799,562,563,Moths
P24799,423,424,Moths
P24799,552,553,Moths
P24799,45,46,Moths
P24799,308,309,Moths
P24799,662,663,Moths
P24799,665,666,Moths
P24799,438,439,Moths
P24799,261,262,Moths
P24799,353,354,Moths
P24799,446,447,Moths
P24799,496,497,Moths
P24799,697,698,Moths
P24799,655,656,Moths
P24799,0,1,Moths
P24799,841,842,Moths
P24799,532,533,Moths
P24799,293,294,Moths
P24799,808,809,Moths
P24799,1050,1051,Moths
P24799,776,777,Moths
P24799,231,232,Moths
P24799,150,151,Moths
P24799,182,183,Moths
P24799,1001,1002,Moths
P24799,525,526,Moths
P24800,181,182,Moths
P24804,849,850,Moths
P24804,562,563,Moths
P24804,423,424,Moths
P24804,353,354,Moths
P24804,919,920,Moths
P24804,808,809,Moths
P24804,763,764,Moths
P24804,1079,1080,Moths
P24804,265,266,Moths
P24843,384,385,Moths
P24844,665,666,Moths
P24845,479,480,Moths
P24845,682,683,Moths
P24845,295,296,Moths
P24854,562,563,Moths
P24854,763,764,Moths
P24854,808,809,Moths
P24854,353,354,Moths
P24854,849,850,Moths
P24854,423,424,Moths
P24854,1079,1080,Moths
P24854,986,987,Moths
P24854,231,232,Moths
P24854,182,183,Moths
P24854,919,920,Moths
P24854,299,300,Moths
P24854,384,385,Moths
P24854,697,698,Moths
P24854,1001,1002,Moths
P24855,295,296,Moths
P24856,562,563,Moths
P24856,182,183,Moths
P24856,763,764,Moths
P24856,423,424,Moths
P24856,808,809,Moths
P24856,308,309,Moths
P24857,763,764,Moths
P24857,849,850,Moths
P24857,1079,1080,Moths
P24857,562,563,Moths
P24857,808,809,Moths
P24857,1038,1039,Moths
P24857,182,183,Moths
P24857,231,232,Moths
P24857,423,424,Moths
P24863,1033,1034,Moths
P24865,763,764,Moths
P24865,808,809,Moths
P24865,562,563,Moths
P24865,182,183,Moths
P24865,423,424,Moths
P24865,797,798,Moths
P24866,697,698,Moths
P24866,423,424,Moths
P24866,849,850,Moths
P24866,763,764,Moths
P24866,808,809,Moths
P24866,182,183,Moths
P24866,562,563,Moths
P24866,1079,1080,Moths
P24866,231,232,Moths
P24866,1038,1039,Moths
P24866,682,683,Moths
P24866,384,385,Moths
P24868,562,563,Moths
P24868,1079,1080,Moths
P24868,763,764,Moths
P24868,423,424,Moths
P24868,986,987,Moths
P24868,353,354,Moths
P24868,808,809,Moths
P24868,292,293,Moths
P24868,1038,1039,Moths
P24868,231,232,Moths
P24868,182,183,Moths
P24868,308,309,Moths
P24868,748,749,Moths
P24868,479,480,Moths
P24870,524,525,Moths
P24870,995,996,Moths
P24870,682,683,Moths
P24870,353,354,Moths
P24870,479,480,Moths
P24870,748,749,Moths
P24870,446,447,Moths
P24870,849,850,Moths
P24870,295,296,Moths
P24871,549,550,Moths
P24871,45,46,Moths
P24871,697,698,Moths
P24871,524,525,Moths
P24871,976,977,Moths
P24871,849,850,Moths
P24871,763,764,Moths
P24871,562,563,Moths
P24871,231,232,Moths
P24871,995,996,Moths
P24871,384,385,Moths
P24871,686,687,Moths
P24871,802,803,Moths
P24871,748,749,Moths
P24871,423,424,Moths
P24871,295,296,Moths
P24871,1079,1080,Moths
P24871,723,724,Moths
P24871,902,903,Moths
P24873,231,232,Moths
P24873,808,809,Moths
P24873,763,764,Moths
P24873,282,283,Moths
P24873,300,301,Moths
P24873,423,424,Moths
P24873,182,183,Moths
P24876,1079,1080,Moths
P24876,849,850,Moths
P24876,295,296,Moths
P24876,808,809,Moths
P24876,423,424,Moths
P24876,384,385,Moths
P24876,1001,1002,Moths
P24877,353,354,Moths
P24877,849,850,Moths
P24877,562,563,Moths
P24878,562,563,Moths
P24878,849,850,Moths
P24878,353,354,Moths
P24878,182,183,Moths
P24878,423,424,Moths
P24878,763,764,Moths
P24878,808,809,Moths
P24878,231,232,Moths
P24878,1079,1080,Moths
P24878,986,987,Moths
P24878,1054,1055,Moths
P24879,822,823,Moths
P24879,808,809,Moths
P24879,423,424,Moths
P24879,849,850,Moths
P24879,231,232,Moths
P24879,763,764,Moths
P24880,178,179,Moths
P24880,849,850,Moths
P24880,562,563,Moths
P24880,423,424,Moths
P24880,182,183,Moths
P24880,353,354,Moths
P24880,763,764,Moths
P24880,808,809,Moths
P24880,1079,1080,Moths
P24880,231,232,Moths
P24880,523,524,Moths
P24880,697,698,Moths
P24880,384,385,Moths
P24880,986,987,Moths
P24892,986,987,Moths
P24892,423,424,Moths
P24892,808,809,Moths
P24892,562,563,Moths
P24892,231,232,Moths
P24892,763,764,Moths
P24892,849,850,Moths
P24894,849,850,Moths
P24894,353,354,Moths
P24894,562,563,Moths
P24894,293,294,Moths
P24894,423,424,Moths
P24894,763,764,Moths
P24894,808,809,Moths
P24894,231,232,Moths
P24900,1079,1080,Moths
P24900,763,764,Moths
P24900,562,563,Moths
P24900,808,809,Moths
P24900,423,424,Moths
P24900,182,183,Moths
P24900,231,232,Moths
P24902,849,850,Moths
P24902,353,354,Moths
P24909,646,647,Moths
P24912,917,918,Moths
P24912,802,803,Moths
P24913,114,115,Moths
P24915,562,563,Moths
P24915,849,850,Moths
P24915,763,764,Moths
P24915,1079,1080,Moths
P24915,497,498,Moths
P24915,423,424,Moths
P24915,532,533,Moths
P24915,995,996,Moths
P24915,353,354,Moths
P24915,202,203,Moths
P24915,446,447,Moths
P24915,226,227,Moths
P24915,808,809,Moths
P24915,45,46,Moths
P24915,231,232,Moths
P24915,802,803,Moths
P24915,412,413,Moths
P24915,986,987,Moths
P24915,182,183,Moths
P24915,682,683,Moths
P24916,808,809,Moths
P24916,562,563,Moths
P24916,697,698,Moths
P24916,849,850,Moths
P24916,412,413,Moths
P24916,423,424,Moths
P24916,446,447,Moths
P24916,353,354,Moths
P24916,837,838,Moths
P24916,748,749,Moths
P24916,231,232,Moths
P24916,152,153,Moths
P24916,682,683,Moths
P24916,114,115,Moths
P24917,808,809,Moths
P24917,423,424,Moths
P24917,763,764,Moths
P24917,562,563,Moths
P24917,995,996,Moths
P24917,353,354,Moths
P24917,549,550,Moths
P24917,849,850,Moths
P24917,85,86,Moths
P24917,45,46,Moths
P24917,497,498,Moths
P24917,231,232,Moths
P24917,886,887,Moths
P24917,3,4,Moths
P24917,479,480,Moths
P24917,986,987,Moths
P24917,463,464,Moths
P24917,182,183,Moths
P24917,1079,1080,Moths
P24917,446,447,Moths
P24917,697,698,Moths
P24917,372,373,Moths
P24917,109,110,Moths
P24917,976,977,Moths
P24917,919,920,Moths
P24917,564,565,Moths
P24917,205,206,Moths
P24917,635,636,Moths
P24917,1001,1002,Moths
P24918,849,850,Moths
P24918,562,563,Moths
P24918,455,456,Moths
P24918,743,744,Moths
P24918,910,911,Moths
P24918,832,833,Moths
P24918,0,1,Moths
P24918,96,97,Moths
P24918,45,46,Moths
P24918,150,151,Moths
P24918,594,595,Moths
P24918,58,59,Moths
P24918,227,228,Moths
P24918,272,273,Moths
P24918,447,448,Moths
P24918,665,666,Moths
P24918,330,331,Moths
P24918,141,142,Moths
P24918,675,676,Moths
P24918,655,656,Moths
P24918,776,777,Moths
P24918,396,397,Moths
P24918,763,764,Moths
P24918,446,447,Moths
P24918,308,309,Moths
P24918,168,169,Moths
P24918,218,219,Moths
P24918,135,136,Moths
P24918,259,260,Moths
P24918,968,969,Moths
P24918,1034,1035,Moths
P24918,496,497,Moths
P24918,808,809,Moths
P24918,395,396,Moths
P24918,1079,1080,Moths
P24918,353,354,Moths
P24918,27,28,Moths
P24918,995,996,Moths
P24918,370,371,Moths
P24918,662,663,Moths
P24918,423,424,Moths
P24918,231,232,Moths
P24918,525,526,Moths
P24918,261,262,Moths
P24918,286,287,Moths
P24918,372,373,Moths
P24918,182,183,Moths
P24918,1050,1051,Moths
P24918,551,552,Moths
P24918,1001,1002,Moths
P24931,1034,1035,Moths
P24931,646,647,Moths
P24938,808,809,Moths
P24938,763,764,Moths
P24941,1034,1035,Moths
P24950,843,844,Moths
P24951,763,764,Moths
P24951,182,183,Moths
P24966,849,850,Moths
P24966,562,563,Moths
P24966,353,354,Moths
P24966,763,764,Moths
P24966,423,424,Moths
P24966,808,809,Moths
P24966,231,232,Moths
P24966,182,183,Moths
P24970,763,764,Moths
P24970,562,563,Moths
P24970,423,424,Moths
P24970,808,809,Moths
P24970,384,385,Moths
P24970,849,850,Moths
P24970,1079,1080,Moths
P24970,525,526,Moths
P24971,662,663,Moths
P24971,763,764,Moths
P24971,3,4,Moths
P24992,1033,1034,Moths
P24996,902,903,Moths
P24996,416,417,Moths
P24997,902,903,Moths
P24997,774,775,Moths
P24997,458,459,Moths
P25008,562,563,Moths
P25008,763,764,Moths
P25008,849,850,Moths
P25008,353,354,Moths
P25008,746,747,Moths
P25008,423,424,Moths
P25008,919,920,Moths
P25008,182,183,Moths
P25008,910,911,Moths
P25008,543,544,Moths
P25008,532,533,Moths
P25008,995,996,Moths
P25008,808,809,Moths
P25008,167,168,Moths
P25011,682,683,Moths
P25015,423,424,Moths
P25015,562,563,Moths
P25015,446,447,Moths
P25015,763,764,Moths
P25015,455,456,Moths
P25015,665,666,Moths
P25015,1079,1080,Moths
P25015,655,656,Moths
P25015,804,805,Moths
P25015,808,809,Moths
P25015,261,262,Moths
P25015,231,232,Moths
P25015,182,183,Moths
P25015,353,354,Moths
P25015,479,480,Moths
P25015,1001,1002,Moths
P25015,525,526,Moths
P25017,763,764,Moths
P25017,182,183,Moths
P25017,1079,1080,Moths
P25017,808,809,Moths
P25017,231,232,Moths
P25017,562,563,Moths
P25017,423,424,Moths
P25018,849,850,Moths
P25018,763,764,Moths
P25020,675,676,Moths
P25020,353,354,Moths
P25022,819,820,Moths
P25023,479,480,Moths
P25028,1034,1035,Moths
P25029,849,850,Moths
P25029,562,563,Moths
P25029,655,656,Moths
P25029,763,764,Moths
P25029,423,424,Moths
P25029,231,232,Moths
P25029,1079,1080,Moths
P25029,154,155,Moths
P25029,182,183,Moths
P25029,776,777,Moths
P25029,804,805,Moths
P25029,353,354,Moths
P25029,808,809,Moths
P25029,202,203,Moths
P25029,479,480,Moths
P25029,682,683,Moths
P25030,479,480,Moths
P25047,763,764,Moths
P25047,808,809,Moths
P25047,231,232,Moths
P25048,1079,1080,Moths
P25048,763,764,Moths
P25048,423,424,Moths
P25048,562,563,Moths
P25048,808,809,Moths
P25048,182,183,Moths
P25060,763,764,Moths
P25060,808,809,Moths
P25060,182,183,Moths
P25060,231,232,Moths
P25060,423,424,Moths
P25067,849,850,Moths
P25067,763,764,Moths
P25067,802,803,Moths
P25067,808,809,Moths
P25067,182,183,Moths
P25067,231,232,Moths
P25067,1079,1080,Moths
P25067,423,424,Moths
P25067,384,385,Moths
P25068,394,395,Moths
P25070,808,809,Moths
P25070,562,563,Moths
P25070,423,424,Moths
P25070,849,850,Moths
P25070,3,4,Moths
P25070,1022,1023,Moths
P25070,372,373,Moths
P25070,763,764,Moths
P25070,1079,1080,Moths
P25070,1041,1042,Moths
P25070,353,354,Moths
P25070,802,803,Moths
P25070,286,287,Moths
P25070,988,989,Moths
P25070,231,232,Moths
P25070,479,480,Moths
P25070,902,903,Moths
P25070,552,553,Moths
P25070,198,199,Moths
P25070,631,632,Moths
P25070,260,261,Moths
P25070,199,200,Moths
P25070,148,149,Moths
P25070,935,936,Moths
P25070,416,417,Moths
P25070,328,329,Moths
P25070,817,818,Moths
P25070,182,183,Moths
P25070,986,987,Moths
P25071,808,809,Moths
P25071,423,424,Moths
P25071,763,764,Moths
P25071,182,183,Moths
P25071,231,232,Moths
P25071,562,563,Moths
P25071,849,850,Moths
P25079,768,769,Moths
P25081,520,521,Moths
P25081,887,888,Moths
P25082,763,764,Moths
P25089,646,647,Moths
P25089,3,4,Moths
P25089,610,611,Moths
P25096,1033,1034,Moths
P25136,182,183,Moths
P25136,763,764,Moths
P25136,986,987,Moths
P25136,1079,1080,Moths
P25136,353,354,Moths
P25136,808,809,Moths
P25136,849,850,Moths
P25136,178,179,Moths
P25136,562,563,Moths
P25136,231,232,Moths
P25136,423,424,Moths
P25136,446,447,Moths
P25136,259,260,Moths
P25136,776,777,Moths
P25136,384,385,Moths
P25137,1079,1080,Moths
P25137,763,764,Moths
P25137,562,563,Moths
P25137,231,232,Moths
P25137,423,424,Moths
P25137,182,183,Moths
P25137,808,809,Moths
P25141,763,764,Moths
P25141,562,563,Moths
P25144,562,563,Moths
P25144,1079,1080,Moths
P25144,849,850,Moths
P25144,231,232,Moths
P25144,808,809,Moths
P25144,423,424,Moths
P25144,986,987,Moths
P25144,763,764,Moths
P25144,446,447,Moths
P25144,365,366,Moths
P25144,353,354,Moths
P25144,182,183,Moths
P25149,353,354,Moths
P25149,849,850,Moths
P25154,479,480,Moths
P25154,384,385,Moths
P25155,849,850,Moths
P25155,562,563,Moths
P25155,763,764,Moths
P25155,423,424,Moths
P25155,231,232,Moths
P25155,723,724,Moths
P25155,177,178,Moths
P25155,665,666,Moths
P25155,308,309,Moths
P25155,1079,1080,Moths
P25155,655,656,Moths
P25155,822,823,Moths
P25155,573,574,Moths
P25155,808,809,Moths
P25155,182,183,Moths
P25155,446,447,Moths
P25155,0,1,Moths
P25155,919,920,Moths
P25155,353,354,Moths
P25155,68,69,Moths
P25157,763,764,Moths
P25157,231,232,Moths
P25159,177,178,Moths
P25160,182,183,Moths
P25160,423,424,Moths
P25160,763,764,Moths
P25160,562,563,Moths
P25161,808,809,Moths
P25161,763,764,Moths
P25161,231,232,Moths
P25162,808,809,Moths
P25162,1079,1080,Moths
P25162,763,764,Moths
P25162,423,424,Moths
P25162,182,183,Moths
P25162,231,232,Moths
P25162,562,563,Moths
P25164,849,850,Moths
P25164,763,764,Moths
P25167,1034,1035,Moths
P25168,849,850,Moths
P25170,763,764,Moths
P25170,479,480,Moths
P25170,182,183,Moths
P25170,808,809,Moths
P25170,231,232,Moths
P25170,562,563,Moths
P25170,423,424,Moths
P25170,1079,1080,Moths
P25172,849,850,Moths
P25172,353,354,Moths
P25172,763,764,Moths
P25173,763,764,Moths
P25173,423,424,Moths
P25174,763,764,Moths
P25176,562,563,Moths
P25176,763,764,Moths
P25176,423,424,Moths
P25176,231,232,Moths
P25176,808,809,Moths
P25177,763,764,Moths
P25177,423,424,Moths
P25177,808,809,Moths
P25177,182,183,Moths
P25177,1079,1080,Moths
P25181,763,764,Moths
P25181,808,809,Moths
P25181,986,987,Moths
P25182,763,764,Moths
P25182,808,809,Moths
P25182,231,232,Moths
P25182,182,183,Moths
P25183,808,809,Moths
P25183,763,764,Moths
P25183,231,232,Moths
P25183,423,424,Moths
P25183,562,563,Moths
P25183,182,183,Moths
P25186,479,480,Moths
P25186,763,764,Moths
P25186,808,809,Moths
P25186,182,183,Moths
P25186,231,232,Moths
P25186,1079,1080,Moths
P25186,423,424,Moths
P25187,562,563,Moths
P25187,231,232,Moths
P25187,423,424,Moths
P25187,763,764,Moths
P25187,808,809,Moths
P25188,763,764,Moths
P25188,525,526,Moths
P25188,986,987,Moths
P25189,1034,1035,Moths
P25189,763,764,Moths
P25189,808,809,Moths
P25189,182,183,Moths
P25189,423,424,Moths
P25189,905,906,Moths
P25192,763,764,Moths
P25192,808,809,Moths
P25193,763,764,Moths
P25199,763,764,Moths
P25199,182,183,Moths
P25199,808,809,Moths
P25202,763,764,Moths
P25202,734,735,Moths
P25202,562,563,Moths
P25202,808,809,Moths
P25202,182,183,Moths
P25202,231,232,Moths
P25202,423,424,Moths
P25202,1079,1080,Moths
P25202,986,987,Moths
P25203,763,764,Moths
P25203,808,809,Moths
P25203,1079,1080,Moths
P25203,231,232,Moths
P25203,182,183,Moths
P25203,562,563,Moths
P25203,423,424,Moths
P25204,763,764,Moths
P25204,808,809,Moths
P25204,849,850,Moths
P25204,562,563,Moths
P25204,182,183,Moths
P25204,919,920,Moths
P25204,423,424,Moths
P25204,231,232,Moths
P25205,1034,1035,Moths
P25207,562,563,Moths
P25207,763,764,Moths
P25207,1079,1080,Moths
P25207,849,850,Moths
P25207,808,809,Moths
P25207,231,232,Moths
P25207,446,447,Moths
P25207,182,183,Moths
P25207,423,424,Moths
P25207,902,903,Moths
P25208,763,764,Moths
P25208,986,987,Moths
P25209,763,764,Moths
P25209,562,563,Moths
P25209,231,232,Moths
P25209,849,850,Moths
P25209,1079,1080,Moths
P25209,808,809,Moths
P25209,1038,1039,Moths
P25209,802,803,Moths
P25209,423,424,Moths
P25209,182,183,Moths
P25209,353,354,Moths
P25209,951,952,Moths
P25209,479,480,Moths
P25209,697,698,Moths
P25209,384,385,Moths
P25209,902,903,Moths
P25209,328,329,Moths
P25209,986,987,Moths
P25210,231,232,Moths
P25210,808,809,Moths
P25210,763,764,Moths
P25210,182,183,Moths
P25210,562,563,Moths
P25215,353,354,Moths
P25215,849,850,Moths
P25215,177,178,Moths
P25215,308,309,Moths
P25215,665,666,Moths
P25215,562,563,Moths
P25215,763,764,Moths
P25215,0,1,Moths
P25215,697,698,Moths
P25215,662,663,Moths
P25215,525,526,Moths
P25215,776,777,Moths
P25215,423,424,Moths
P25215,808,809,Moths
P25215,986,987,Moths
P25215,231,232,Moths
P25216,562,563,Moths
P25216,763,764,Moths
P25216,808,809,Moths
P25216,423,424,Moths
P25216,384,385,Moths
P25217,808,809,Moths
P25217,763,764,Moths
P25217,562,563,Moths
P25217,1079,1080,Moths
P25217,986,987,Moths
P25217,423,424,Moths
P25217,849,850,Moths
P25217,231,232,Moths
P25217,182,183,Moths
P25217,353,354,Moths
P25217,697,698,Moths
P25217,384,385,Moths
P25218,1034,1035,Moths
P25222,490,491,Moths
P25225,802,803,Moths
P25238,353,354,Moths
P25238,808,809,Moths
P25238,562,563,Moths
P25238,849,850,Moths
P25238,986,987,Moths
P25238,1079,1080,Moths
P25238,423,424,Moths
P25238,763,764,Moths
P25238,45,46,Moths
P25238,231,232,Moths
P25238,384,385,Moths
P25238,697,698,Moths
P25238,182,183,Moths
P25238,919,920,Moths
P25238,446,447,Moths
P25239,849,850,Moths
P25239,562,563,Moths
P25239,423,424,Moths
P25239,808,809,Moths
P25239,986,987,Moths
P25239,763,764,Moths
P25239,353,354,Moths
P25239,746,747,Moths
P25239,446,447,Moths
P25239,45,46,Moths
P25239,497,498,Moths
P25239,919,920,Moths
P25239,479,480,Moths
P25239,697,698,Moths
P25239,1079,1080,Moths
P25239,523,524,Moths
P25239,182,183,Moths
P25239,976,977,Moths
P25239,231,232,Moths
P25239,1084,1085,Moths
P25239,205,206,Moths
P25252,182,183,Moths
P25252,763,764,Moths
P25252,231,232,Moths
P25252,808,809,Moths
P25252,423,424,Moths
P25252,562,563,Moths
P25252,986,987,Moths
P25252,178,179,Moths
P25253,1034,1035,Moths
